,ts,event,value
4616,2021-01-01 06:24:40,0,3
4617,2021-01-01 06:24:45,0,4
4618,2021-01-01 06:24:50,0,1
4619,2021-01-01 06:24:55,0,1
4620,2021-01-01 06:25:00,0,2
4621,2021-01-01 06:25:05,0,0
4622,2021-01-01 06:25:10,0,0
4623,2021-01-01 06:25:15,0,1
4624,2021-01-01 06:25:20,0,2
4625,2021-01-01 06:25:25,0,0
4626,2021-01-01 06:25:30,0,0
4627,2021-01-01 06:25:35,0,0
4628,2021-01-01 06:25:40,0,1
4629,2021-01-01 06:25:45,0,4
4630,2021-01-01 06:25:50,0,0
4631,2021-01-01 06:25:55,0,1
4632,2021-01-01 06:26:00,0,1
4633,2021-01-01 06:26:05,0,0
4634,2021-01-01 06:26:10,0,3
4635,2021-01-01 06:26:15,0,0
4636,2021-01-01 06:26:20,0,2
4637,2021-01-01 06:26:25,0,1
4638,2021-01-01 06:26:30,0,0
4639,2021-01-01 06:26:35,0,0
4640,2021-01-01 06:26:40,0,1
4641,2021-01-01 06:26:45,0,1
4642,2021-01-01 06:26:50,0,3
4643,2021-01-01 06:26:55,0,0
4644,2021-01-01 06:27:00,0,2
4645,2021-01-01 06:27:05,0,0
4646,2021-01-01 06:27:10,0,0
4647,2021-01-01 06:27:15,0,2
4648,2021-01-01 06:27:20,0,0
4649,2021-01-01 06:27:25,0,0
4650,2021-01-01 06:27:30,0,0
4651,2021-01-01 06:27:35,0,0
4652,2021-01-01 06:27:40,0,0
4653,2021-01-01 06:27:45,0,0
4654,2021-01-01 06:27:50,0,0
4655,2021-01-01 06:27:55,0,0
4656,2021-01-01 06:28:00,0,0
4657,2021-01-01 06:28:05,0,1
4658,2021-01-01 06:28:10,0,1
4659,2021-01-01 06:28:15,0,0
4660,2021-01-01 06:28:20,0,0
4661,2021-01-01 06:28:25,0,0
4662,2021-01-01 06:28:30,0,0
4663,2021-01-01 06:28:35,0,2
4664,2021-01-01 06:28:40,0,0
4665,2021-01-01 06:28:45,0,1
4666,2021-01-01 06:28:50,0,0
4667,2021-01-01 06:28:55,0,1
4668,2021-01-01 06:29:00,0,2
4669,2021-01-01 06:29:05,0,0
4670,2021-01-01 06:29:10,0,1
4671,2021-01-01 06:29:15,0,0
4672,2021-01-01 06:29:20,0,0
4673,2021-01-01 06:29:25,0,0
4674,2021-01-01 06:29:30,0,0
4675,2021-01-01 06:29:35,0,0
4676,2021-01-01 06:29:40,0,1
4677,2021-01-01 06:29:45,0,0
4678,2021-01-01 06:29:50,0,1
4679,2021-01-01 06:29:55,0,0
4680,2021-01-01 06:30:00,0,0
4681,2021-01-01 06:30:05,0,0
4682,2021-01-01 06:30:10,0,0
4683,2021-01-01 06:30:15,0,0
4684,2021-01-01 06:30:20,0,0
4685,2021-01-01 06:30:25,0,0
4686,2021-01-01 06:30:30,0,0
4687,2021-01-01 06:30:35,0,1
4688,2021-01-01 06:30:40,0,0
4689,2021-01-01 06:30:45,0,0
4690,2021-01-01 06:30:50,0,2
4691,2021-01-01 06:30:55,0,1
4692,2021-01-01 06:31:00,0,3
4693,2021-01-01 06:31:05,0,15
4694,2021-01-01 06:31:10,0,14
4695,2021-01-01 06:31:15,0,12
4696,2021-01-01 06:31:20,0,7
4697,2021-01-01 06:31:25,0,1
4698,2021-01-01 06:31:30,0,1
4699,2021-01-01 06:31:35,0,0
4700,2021-01-01 06:31:40,0,0
4701,2021-01-01 06:31:45,0,2
4702,2021-01-01 06:31:50,0,2
4703,2021-01-01 06:31:55,0,2
4704,2021-01-01 06:32:00,0,1
4705,2021-01-01 06:32:05,0,2
4706,2021-01-01 06:32:10,0,3
4707,2021-01-01 06:32:15,0,2
4708,2021-01-01 06:32:20,0,1
4709,2021-01-01 06:32:25,0,1
4710,2021-01-01 06:32:30,0,1
4711,2021-01-01 06:32:35,0,0
4712,2021-01-01 06:32:40,0,0
4713,2021-01-01 06:32:45,0,0
4714,2021-01-01 06:32:50,0,0
4715,2021-01-01 06:32:55,0,1
4716,2021-01-01 06:33:00,0,0
4717,2021-01-01 06:33:05,0,0
4718,2021-01-01 06:33:10,0,0
4719,2021-01-01 06:33:15,0,0
4720,2021-01-01 06:33:20,0,0
4721,2021-01-01 06:33:25,0,0
4722,2021-01-01 06:33:30,0,0
4723,2021-01-01 06:33:35,0,1
4724,2021-01-01 06:33:40,0,0
4725,2021-01-01 06:33:45,0,0
4726,2021-01-01 06:33:50,0,0
4727,2021-01-01 06:33:55,0,0
4728,2021-01-01 06:34:00,0,0
4729,2021-01-01 06:34:05,0,0
4730,2021-01-01 06:34:10,0,0
4731,2021-01-01 06:34:15,0,1
4732,2021-01-01 06:34:20,0,1
4733,2021-01-01 06:34:25,0,0
4734,2021-01-01 06:34:30,0,0
4735,2021-01-01 06:34:35,0,0
4736,2021-01-01 06:34:40,0,0
4737,2021-01-01 06:34:45,0,0
4738,2021-01-01 06:34:50,0,0
4739,2021-01-01 06:34:55,0,0
4740,2021-01-01 06:35:00,0,0
4741,2021-01-01 06:35:05,0,0
4742,2021-01-01 06:35:10,0,0
4743,2021-01-01 06:35:15,0,0
4744,2021-01-01 06:35:20,0,2
4745,2021-01-01 06:35:25,0,0
4746,2021-01-01 06:35:30,0,0
4747,2021-01-01 06:35:35,0,0
4748,2021-01-01 06:35:40,0,0
4749,2021-01-01 06:35:45,0,0
4750,2021-01-01 06:35:50,0,0
4751,2021-01-01 06:35:55,0,0
4752,2021-01-01 06:36:00,0,0
4753,2021-01-01 06:36:05,0,0
4754,2021-01-01 06:36:10,0,1
4755,2021-01-01 06:36:15,0,0
4756,2021-01-01 06:36:20,0,0
4757,2021-01-01 06:36:25,0,0
4758,2021-01-01 06:36:30,0,0
4759,2021-01-01 06:36:35,0,0
4760,2021-01-01 06:36:40,0,0
4761,2021-01-01 06:36:45,0,0
4762,2021-01-01 06:36:50,0,0
4763,2021-01-01 06:36:55,0,0
4764,2021-01-01 06:37:00,0,0
4765,2021-01-01 06:37:05,0,0
4766,2021-01-01 06:37:10,0,0
4767,2021-01-01 06:37:15,0,0
4768,2021-01-01 06:37:20,0,0
4769,2021-01-01 06:37:25,0,0
4770,2021-01-01 06:37:30,0,0
4771,2021-01-01 06:37:35,0,0
4772,2021-01-01 06:37:40,0,0
4773,2021-01-01 06:37:45,0,0
4774,2021-01-01 06:37:50,0,0
4775,2021-01-01 06:37:55,0,0
4776,2021-01-01 06:38:00,0,0
4777,2021-01-01 06:38:05,0,0
4778,2021-01-01 06:38:10,0,0
4779,2021-01-01 06:38:15,0,21
4780,2021-01-01 06:38:20,0,12
4781,2021-01-01 06:38:25,0,0
4782,2021-01-01 06:38:30,0,0
4783,2021-01-01 06:38:35,0,0
4784,2021-01-01 06:38:40,0,0
4785,2021-01-01 06:38:45,0,0
4786,2021-01-01 06:38:50,0,0
4787,2021-01-01 06:38:55,0,3
4788,2021-01-01 06:39:00,0,1
4789,2021-01-01 06:39:05,0,1
4790,2021-01-01 06:39:10,0,1
4791,2021-01-01 06:39:15,0,1
4792,2021-01-01 06:39:20,0,1
4793,2021-01-01 06:39:25,0,2
4794,2021-01-01 06:39:30,0,0
4795,2021-01-01 06:39:35,0,1
4796,2021-01-01 06:39:40,0,1
4797,2021-01-01 06:39:45,0,0
4798,2021-01-01 06:39:50,0,0
4799,2021-01-01 06:39:55,0,0
4800,2021-01-01 06:40:00,0,1
4801,2021-01-01 06:40:05,0,0
4802,2021-01-01 06:40:10,0,0
4803,2021-01-01 06:40:15,0,0
4804,2021-01-01 06:40:20,0,0
4805,2021-01-01 06:40:25,0,0
4806,2021-01-01 06:40:30,0,0
4807,2021-01-01 06:40:35,0,0
4808,2021-01-01 06:40:40,0,1
4809,2021-01-01 06:40:45,0,0
4810,2021-01-01 06:40:50,0,0
4811,2021-01-01 06:40:55,0,0
4812,2021-01-01 06:41:00,0,0
4813,2021-01-01 06:41:05,0,0
4814,2021-01-01 06:41:10,0,0
4815,2021-01-01 06:41:15,0,0
4816,2021-01-01 06:41:20,0,0
4817,2021-01-01 06:41:25,0,0
4818,2021-01-01 06:41:30,0,3
4819,2021-01-01 06:41:35,0,0
4820,2021-01-01 06:41:40,0,0
4821,2021-01-01 06:41:45,0,1
4822,2021-01-01 06:41:50,0,0
4823,2021-01-01 06:41:55,0,0
4824,2021-01-01 06:42:00,0,0
4825,2021-01-01 06:42:05,0,0
4826,2021-01-01 06:42:10,0,1
4827,2021-01-01 06:42:15,0,0
4828,2021-01-01 06:42:20,0,0
4829,2021-01-01 06:42:25,0,0
4830,2021-01-01 06:42:30,0,0
4831,2021-01-01 06:42:35,0,2
4832,2021-01-01 06:42:40,0,1
4833,2021-01-01 06:42:45,0,0
4834,2021-01-01 06:42:50,0,0
4835,2021-01-01 06:42:55,0,0
4836,2021-01-01 06:43:00,0,1
4837,2021-01-01 06:43:05,0,2
4838,2021-01-01 06:43:10,0,0
4839,2021-01-01 06:43:15,0,0
4840,2021-01-01 06:43:20,0,0
4841,2021-01-01 06:43:25,0,0
4842,2021-01-01 06:43:30,0,0
4843,2021-01-01 06:43:35,0,1
4844,2021-01-01 06:43:40,0,0
4845,2021-01-01 06:43:45,0,1
4846,2021-01-01 06:43:50,0,0
4847,2021-01-01 06:43:55,0,2
4848,2021-01-01 06:44:00,0,0
4849,2021-01-01 06:44:05,0,2
4850,2021-01-01 06:44:10,0,2
4851,2021-01-01 06:44:15,0,0
4852,2021-01-01 06:44:20,0,1
4853,2021-01-01 06:44:25,0,0
4854,2021-01-01 06:44:30,0,0
4855,2021-01-01 06:44:35,0,0
4856,2021-01-01 06:44:40,0,0
4857,2021-01-01 06:44:45,0,0
4858,2021-01-01 06:44:50,0,1
4859,2021-01-01 06:44:55,0,0
4860,2021-01-01 06:45:00,0,0
4861,2021-01-01 06:45:05,0,0
4862,2021-01-01 06:45:10,0,0
4863,2021-01-01 06:45:15,0,1
4864,2021-01-01 06:45:20,0,0
4865,2021-01-01 06:45:25,0,0
4866,2021-01-01 06:45:30,0,0
4867,2021-01-01 06:45:35,0,0
4868,2021-01-01 06:45:40,0,0
4869,2021-01-01 06:45:45,0,1
4870,2021-01-01 06:45:50,0,0
4871,2021-01-01 06:45:55,0,2
4872,2021-01-01 06:46:00,0,0
4873,2021-01-01 06:46:05,0,0
4874,2021-01-01 06:46:10,0,0
4875,2021-01-01 06:46:15,0,0
4876,2021-01-01 06:46:20,0,3
4877,2021-01-01 06:46:25,0,0
4878,2021-01-01 06:46:30,0,0
4879,2021-01-01 06:46:35,0,4
4880,2021-01-01 06:46:40,0,1
4881,2021-01-01 06:46:45,0,1
4882,2021-01-01 06:46:50,0,0
4883,2021-01-01 06:46:55,0,2
4884,2021-01-01 06:47:00,0,0
4885,2021-01-01 06:47:05,0,0
4886,2021-01-01 06:47:10,0,0
4887,2021-01-01 06:47:15,0,1
4888,2021-01-01 06:47:20,0,1
4889,2021-01-01 06:47:25,0,0
4890,2021-01-01 06:47:30,0,1
4891,2021-01-01 06:47:35,0,2
4892,2021-01-01 06:47:40,0,1
4893,2021-01-01 06:47:45,0,2
4894,2021-01-01 06:47:50,0,0
4895,2021-01-01 06:47:55,0,0
4896,2021-01-01 06:48:00,0,2
4897,2021-01-01 06:48:05,0,2
4898,2021-01-01 06:48:10,0,0
4899,2021-01-01 06:48:15,0,2
4900,2021-01-01 06:48:20,0,0
4901,2021-01-01 06:48:25,0,0
4902,2021-01-01 06:48:30,0,0
4903,2021-01-01 06:48:35,0,0
4904,2021-01-01 06:48:40,0,0
4905,2021-01-01 06:48:45,0,0
4906,2021-01-01 06:48:50,0,1
4907,2021-01-01 06:48:55,0,0
4908,2021-01-01 06:49:00,0,2
4909,2021-01-01 06:49:05,0,0
4910,2021-01-01 06:49:10,0,2
4911,2021-01-01 06:49:15,0,0
4912,2021-01-01 06:49:20,0,0
4913,2021-01-01 06:49:25,0,0
4914,2021-01-01 06:49:30,0,0
4915,2021-01-01 06:49:35,0,0
4916,2021-01-01 06:49:40,0,0
4917,2021-01-01 06:49:45,0,0
4918,2021-01-01 06:49:50,0,1
4919,2021-01-01 06:49:55,0,1
4920,2021-01-01 06:50:00,0,1
4921,2021-01-01 06:50:05,0,0
4922,2021-01-01 06:50:10,0,0
4923,2021-01-01 06:50:15,0,0
4924,2021-01-01 06:50:20,0,0
4925,2021-01-01 06:50:25,0,0
4926,2021-01-01 06:50:30,0,3
4927,2021-01-01 06:50:35,0,0
4928,2021-01-01 06:50:40,0,1
4929,2021-01-01 06:50:45,0,0
4930,2021-01-01 06:50:50,0,0
4931,2021-01-01 06:50:55,0,1
4932,2021-01-01 06:51:00,0,0
4933,2021-01-01 06:51:05,0,1
4934,2021-01-01 06:51:10,0,1
4935,2021-01-01 06:51:15,0,1
4936,2021-01-01 06:51:20,0,1
4937,2021-01-01 06:51:25,0,0
4938,2021-01-01 06:51:30,0,2
4939,2021-01-01 06:51:35,0,0
4940,2021-01-01 06:51:40,0,0
4941,2021-01-01 06:51:45,0,1
4942,2021-01-01 06:51:50,0,0
4943,2021-01-01 06:51:55,0,0
4944,2021-01-01 06:52:00,0,0
4945,2021-01-01 06:52:05,0,1
4946,2021-01-01 06:52:10,0,9
4947,2021-01-01 06:52:15,0,3
4948,2021-01-01 06:52:20,0,3
4949,2021-01-01 06:52:25,0,0
4950,2021-01-01 06:52:30,0,0
4951,2021-01-01 06:52:35,0,1
4952,2021-01-01 06:52:40,0,0
4953,2021-01-01 06:52:45,0,1
4954,2021-01-01 06:52:50,0,2
4955,2021-01-01 06:52:55,0,1
4956,2021-01-01 06:53:00,0,0
4957,2021-01-01 06:53:05,0,0
4958,2021-01-01 06:53:10,0,4
4959,2021-01-01 06:53:15,0,2
4960,2021-01-01 06:53:20,0,0
4961,2021-01-01 06:53:25,0,1
4962,2021-01-01 06:53:30,0,0
4963,2021-01-01 06:53:35,0,0
4964,2021-01-01 06:53:40,0,0
4965,2021-01-01 06:53:45,0,2
4966,2021-01-01 06:53:50,0,0
4967,2021-01-01 06:53:55,0,1
4968,2021-01-01 06:54:00,0,3
4969,2021-01-01 06:54:05,0,0
4970,2021-01-01 06:54:10,0,1
4971,2021-01-01 06:54:15,0,1
4972,2021-01-01 06:54:20,0,1
4973,2021-01-01 06:54:25,0,0
4974,2021-01-01 06:54:30,0,0
4975,2021-01-01 06:54:35,0,3
4976,2021-01-01 06:54:40,0,0
4977,2021-01-01 06:54:45,0,2
4978,2021-01-01 06:54:50,0,0
4979,2021-01-01 06:54:55,0,0
4980,2021-01-01 06:55:00,0,0
4981,2021-01-01 06:55:05,0,0
4982,2021-01-01 06:55:10,0,1
4983,2021-01-01 06:55:15,0,0
4984,2021-01-01 06:55:20,0,0
4985,2021-01-01 06:55:25,0,0
4986,2021-01-01 06:55:30,0,0
4987,2021-01-01 06:55:35,0,2
4988,2021-01-01 06:55:40,0,0
4989,2021-01-01 06:55:45,0,5
4990,2021-01-01 06:55:50,0,1
4991,2021-01-01 06:55:55,0,1
4992,2021-01-01 06:56:00,0,4
4993,2021-01-01 06:56:05,0,1
4994,2021-01-01 06:56:10,0,0
4995,2021-01-01 06:56:15,0,0
4996,2021-01-01 06:56:20,0,1
4997,2021-01-01 06:56:25,0,0
4998,2021-01-01 06:56:30,0,0
4999,2021-01-01 06:56:35,0,0
5000,2021-01-01 06:56:40,0,0
5001,2021-01-01 06:56:45,0,0
5002,2021-01-01 06:56:50,0,0
5003,2021-01-01 06:56:55,0,0
5004,2021-01-01 06:57:00,0,0
5005,2021-01-01 06:57:05,0,1
5006,2021-01-01 06:57:10,0,4
5007,2021-01-01 06:57:15,0,1
5008,2021-01-01 06:57:20,0,0
5009,2021-01-01 06:57:25,0,0
5010,2021-01-01 06:57:30,0,0
5011,2021-01-01 06:57:35,0,0
5012,2021-01-01 06:57:40,0,1
5013,2021-01-01 06:57:45,0,0
5014,2021-01-01 06:57:50,0,2
5015,2021-01-01 06:57:55,0,1
5016,2021-01-01 06:58:00,0,0
5017,2021-01-01 06:58:05,0,0
5018,2021-01-01 06:58:10,0,0
5019,2021-01-01 06:58:15,0,0
5020,2021-01-01 06:58:20,0,0
5021,2021-01-01 06:58:25,0,1
5022,2021-01-01 06:58:30,0,0
5023,2021-01-01 06:58:35,0,1
5024,2021-01-01 06:58:40,0,0
5025,2021-01-01 06:58:45,0,0
5026,2021-01-01 06:58:50,0,3
5027,2021-01-01 06:58:55,0,208
5028,2021-01-01 06:59:00,0,178
5029,2021-01-01 06:59:05,0,194
5030,2021-01-01 06:59:10,0,179
5031,2021-01-01 06:59:15,49b8b6e41a174a51d7f72bfe0db381cb,100
5032,2021-01-01 06:59:20,0,35
5033,2021-01-01 06:59:25,0,6
5034,2021-01-01 06:59:30,0,1
5035,2021-01-01 06:59:35,0,0
5036,2021-01-01 06:59:40,0,0
5037,2021-01-01 06:59:45,0,0
5038,2021-01-01 06:59:50,0,1
5039,2021-01-01 06:59:55,0,1
5040,2021-01-01 07:00:00,0,4
5041,2021-01-01 07:00:05,0,0
5042,2021-01-01 07:00:10,0,0
5043,2021-01-01 07:00:15,0,0
5044,2021-01-01 07:00:20,0,0
5045,2021-01-01 07:00:25,0,0
5046,2021-01-01 07:00:30,0,0
5047,2021-01-01 07:00:35,0,0
5048,2021-01-01 07:00:40,0,0
5049,2021-01-01 07:00:45,0,0
5050,2021-01-01 07:00:50,0,0
5051,2021-01-01 07:00:55,0,0
5052,2021-01-01 07:01:00,0,0
5053,2021-01-01 07:01:05,0,1
5054,2021-01-01 07:01:10,0,0
5055,2021-01-01 07:01:15,0,1
5056,2021-01-01 07:01:20,0,0
5057,2021-01-01 07:01:25,0,0
5058,2021-01-01 07:01:30,0,0
5059,2021-01-01 07:01:35,0,1
5060,2021-01-01 07:01:40,0,2
5061,2021-01-01 07:01:45,0,1
5062,2021-01-01 07:01:50,0,0
5063,2021-01-01 07:01:55,0,3
5064,2021-01-01 07:02:00,0,0
5065,2021-01-01 07:02:05,0,1
5066,2021-01-01 07:02:10,0,0
5067,2021-01-01 07:02:15,0,0
5068,2021-01-01 07:02:20,0,2
5069,2021-01-01 07:02:25,0,3
5070,2021-01-01 07:02:30,0,1
5071,2021-01-01 07:02:35,0,1
5072,2021-01-01 07:02:40,0,0
5073,2021-01-01 07:02:45,0,1
5074,2021-01-01 07:02:50,0,1
5075,2021-01-01 07:02:55,0,1
5076,2021-01-01 07:03:00,0,1
5077,2021-01-01 07:03:05,0,0
5078,2021-01-01 07:03:10,0,1
5079,2021-01-01 07:03:15,0,3
5080,2021-01-01 07:03:20,0,0
5081,2021-01-01 07:03:25,0,0
5082,2021-01-01 07:03:30,0,2
5083,2021-01-01 07:03:35,0,0
5084,2021-01-01 07:03:40,0,0
5085,2021-01-01 07:03:45,0,3
5086,2021-01-01 07:03:50,0,2
5087,2021-01-01 07:03:55,0,1
5088,2021-01-01 07:04:00,0,3
5089,2021-01-01 07:04:05,0,0
5090,2021-01-01 07:04:10,0,3
5091,2021-01-01 07:04:15,0,1
5092,2021-01-01 07:04:20,0,2
5093,2021-01-01 07:04:25,0,1
5094,2021-01-01 07:04:30,0,2
5095,2021-01-01 07:04:35,0,1
5096,2021-01-01 07:04:40,0,2
5097,2021-01-01 07:04:45,0,0
5098,2021-01-01 07:04:50,0,2
5099,2021-01-01 07:04:55,0,1
5100,2021-01-01 07:05:00,0,0
5101,2021-01-01 07:05:05,0,1
5102,2021-01-01 07:05:10,0,2
5103,2021-01-01 07:05:15,0,6
5104,2021-01-01 07:05:20,0,0
5105,2021-01-01 07:05:25,0,1
5106,2021-01-01 07:05:30,0,0
5107,2021-01-01 07:05:35,0,2
5108,2021-01-01 07:05:40,0,2
5109,2021-01-01 07:05:45,0,1
5110,2021-01-01 07:05:50,0,1
5111,2021-01-01 07:05:55,0,1
5112,2021-01-01 07:06:00,0,2
5113,2021-01-01 07:06:05,0,7
5114,2021-01-01 07:06:10,0,0
5115,2021-01-01 07:06:15,0,0
5116,2021-01-01 07:06:20,0,1
5117,2021-01-01 07:06:25,0,2
5118,2021-01-01 07:06:30,0,2
5119,2021-01-01 07:06:35,0,1
5120,2021-01-01 07:06:40,0,2
5121,2021-01-01 07:06:45,0,6
5122,2021-01-01 07:06:50,0,1
5123,2021-01-01 07:06:55,0,6
5124,2021-01-01 07:07:00,0,2
5125,2021-01-01 07:07:05,0,1
5126,2021-01-01 07:07:10,0,2
5127,2021-01-01 07:07:15,0,2
5128,2021-01-01 07:07:20,0,4
5129,2021-01-01 07:07:25,0,4
5130,2021-01-01 07:07:30,0,1
5131,2021-01-01 07:07:35,0,2
5132,2021-01-01 07:07:40,0,1
5133,2021-01-01 07:07:45,0,3
5134,2021-01-01 07:07:50,0,3
5135,2021-01-01 07:07:55,0,0
5136,2021-01-01 07:08:00,0,3
5137,2021-01-01 07:08:05,0,2
5138,2021-01-01 07:08:10,0,0
5139,2021-01-01 07:08:15,0,1
5140,2021-01-01 07:08:20,0,2
5141,2021-01-01 07:08:25,0,3
5142,2021-01-01 07:08:30,0,1
5143,2021-01-01 07:08:35,0,1
5144,2021-01-01 07:08:40,0,4
5145,2021-01-01 07:08:45,0,1
5146,2021-01-01 07:08:50,0,3
5147,2021-01-01 07:08:55,0,2
5148,2021-01-01 07:09:00,0,2
5149,2021-01-01 07:09:05,0,3
5150,2021-01-01 07:09:10,0,3
5151,2021-01-01 07:09:15,0,0
5152,2021-01-01 07:09:20,0,4
5153,2021-01-01 07:09:25,0,1
5154,2021-01-01 07:09:30,0,1
5155,2021-01-01 07:09:35,0,3
5156,2021-01-01 07:09:40,0,1
5157,2021-01-01 07:09:45,0,1
5158,2021-01-01 07:09:50,0,2
5159,2021-01-01 07:09:55,0,7
5160,2021-01-01 07:10:00,0,3
5161,2021-01-01 07:10:05,0,3
5162,2021-01-01 07:10:10,0,1
5163,2021-01-01 07:10:15,0,2
5164,2021-01-01 07:10:20,0,1
5165,2021-01-01 07:10:25,0,1
5166,2021-01-01 07:10:30,0,3
5167,2021-01-01 07:10:35,0,2
5168,2021-01-01 07:10:40,0,8
5169,2021-01-01 07:10:45,0,3
5170,2021-01-01 07:10:50,0,2
5171,2021-01-01 07:10:55,0,2
5172,2021-01-01 07:11:00,0,3
5173,2021-01-01 07:11:05,0,2
5174,2021-01-01 07:11:10,0,4
5175,2021-01-01 07:11:15,0,3
5176,2021-01-01 07:11:20,0,1
5177,2021-01-01 07:11:25,0,2
5178,2021-01-01 07:11:30,0,2
5179,2021-01-01 07:11:35,0,3
5180,2021-01-01 07:11:40,0,1
5181,2021-01-01 07:11:45,0,1
5182,2021-01-01 07:11:50,0,4
5183,2021-01-01 07:11:55,0,3
5184,2021-01-01 07:12:00,0,2
5185,2021-01-01 07:12:05,0,1
5186,2021-01-01 07:12:10,0,2
5187,2021-01-01 07:12:15,0,2
5188,2021-01-01 07:12:20,0,1
5189,2021-01-01 07:12:25,0,2
5190,2021-01-01 07:12:30,0,2
5191,2021-01-01 07:12:35,0,4
5192,2021-01-01 07:12:40,0,2
5193,2021-01-01 07:12:45,0,2
5194,2021-01-01 07:12:50,0,0
5195,2021-01-01 07:12:55,0,0
5196,2021-01-01 07:13:00,0,0
5197,2021-01-01 07:13:05,0,4
5198,2021-01-01 07:13:10,0,3
5199,2021-01-01 07:13:15,0,2
5200,2021-01-01 07:13:20,0,7
5201,2021-01-01 07:13:25,0,0
5202,2021-01-01 07:13:30,0,1
5203,2021-01-01 07:13:35,0,3
5204,2021-01-01 07:13:40,0,2
5205,2021-01-01 07:13:45,0,5
5206,2021-01-01 07:13:50,0,4
5207,2021-01-01 07:13:55,0,0
5208,2021-01-01 07:14:00,0,1
5209,2021-01-01 07:14:05,0,0
5210,2021-01-01 07:14:10,0,1
5211,2021-01-01 07:14:15,0,1
5212,2021-01-01 07:14:20,0,5
5213,2021-01-01 07:14:25,0,1
5214,2021-01-01 07:14:30,0,3
5215,2021-01-01 07:14:35,0,2
5216,2021-01-01 07:14:40,0,4
5217,2021-01-01 07:14:45,0,2
5218,2021-01-01 07:14:50,0,1
5219,2021-01-01 07:14:55,0,2
5220,2021-01-01 07:15:00,0,0
5221,2021-01-01 07:15:05,0,3
5222,2021-01-01 07:15:10,0,0
5223,2021-01-01 07:15:15,0,7
5224,2021-01-01 07:15:20,0,0
5225,2021-01-01 07:15:25,0,2
5226,2021-01-01 07:15:30,0,1
5227,2021-01-01 07:15:35,0,2
5228,2021-01-01 07:15:40,0,4
5229,2021-01-01 07:15:45,0,1
5230,2021-01-01 07:15:50,0,0
5231,2021-01-01 07:15:55,0,2
5232,2021-01-01 07:16:00,0,1
5233,2021-01-01 07:16:05,0,2
5234,2021-01-01 07:16:10,0,0
5235,2021-01-01 07:16:15,0,1
5236,2021-01-01 07:16:20,0,2
5237,2021-01-01 07:16:25,0,1
5238,2021-01-01 07:16:30,0,1
5239,2021-01-01 07:16:35,0,2
5240,2021-01-01 07:16:40,0,0
5241,2021-01-01 07:16:45,0,2
5242,2021-01-01 07:16:50,0,0
5243,2021-01-01 07:16:55,0,0
5244,2021-01-01 07:17:00,0,1
5245,2021-01-01 07:17:05,0,0
5246,2021-01-01 07:17:10,0,0
5247,2021-01-01 07:17:15,0,0
5248,2021-01-01 07:17:20,0,0
5249,2021-01-01 07:17:25,0,0
5250,2021-01-01 07:17:30,0,0
5251,2021-01-01 07:17:35,0,1
5252,2021-01-01 07:17:40,0,1
5253,2021-01-01 07:17:45,0,1
5254,2021-01-01 07:17:50,0,1
5255,2021-01-01 07:17:55,0,0
5256,2021-01-01 07:18:00,0,0
5257,2021-01-01 07:18:05,0,0
5258,2021-01-01 07:18:10,0,1
5259,2021-01-01 07:18:15,0,1
5260,2021-01-01 07:18:20,0,1
5261,2021-01-01 07:18:25,0,0
5262,2021-01-01 07:18:30,0,1
5263,2021-01-01 07:18:35,0,0
5264,2021-01-01 07:18:40,0,0
5265,2021-01-01 07:18:45,0,1
5266,2021-01-01 07:18:50,0,1
5267,2021-01-01 07:18:55,0,0
5268,2021-01-01 07:19:00,0,0
5269,2021-01-01 07:19:05,0,0
5270,2021-01-01 07:19:10,0,0
5271,2021-01-01 07:19:15,0,1
5272,2021-01-01 07:19:20,0,1
5273,2021-01-01 07:19:25,0,1
5274,2021-01-01 07:19:30,0,2
5275,2021-01-01 07:19:35,0,0
5276,2021-01-01 07:19:40,0,1
5277,2021-01-01 07:19:45,0,0
5278,2021-01-01 07:19:50,0,1
5279,2021-01-01 07:19:55,0,0
5280,2021-01-01 07:20:00,0,0
5281,2021-01-01 07:20:05,0,2
5282,2021-01-01 07:20:10,0,1
5283,2021-01-01 07:20:15,0,0
5284,2021-01-01 07:20:20,0,1
5285,2021-01-01 07:20:25,0,2
5286,2021-01-01 07:20:30,0,1
5287,2021-01-01 07:20:35,0,0
5288,2021-01-01 07:20:40,0,0
5289,2021-01-01 07:20:45,0,0
5290,2021-01-01 07:20:50,0,0
5291,2021-01-01 07:20:55,0,0
5292,2021-01-01 07:21:00,0,0
5293,2021-01-01 07:21:05,0,0
5294,2021-01-01 07:21:10,0,0
5295,2021-01-01 07:21:15,0,0
5296,2021-01-01 07:21:20,0,0
5297,2021-01-01 07:21:25,0,2
5298,2021-01-01 07:21:30,0,2
5299,2021-01-01 07:21:35,0,1
5300,2021-01-01 07:21:40,0,3
5301,2021-01-01 07:21:45,0,1
5302,2021-01-01 07:21:50,0,1
5303,2021-01-01 07:21:55,0,1
5304,2021-01-01 07:22:00,0,1
5305,2021-01-01 07:22:05,0,0
5306,2021-01-01 07:22:10,0,0
5307,2021-01-01 07:22:15,0,1
5308,2021-01-01 07:22:20,0,4
5309,2021-01-01 07:22:25,0,0
5310,2021-01-01 07:22:30,0,0
5311,2021-01-01 07:22:35,0,0
5312,2021-01-01 07:22:40,0,0
5313,2021-01-01 07:22:45,0,0
