,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
72,-1.8904,0.73835,0.30087,-0.5669,-2.0234,-1.2448,-1.3252,-1.7986,0.62393,-1.33,-0.17,-0.49087,0.44525,-1.3585,0.29486,0.58536,-1.4048,0.70287,-0.25874,-0.98264,-1.3542,-1.415,0.47932,-2.0947,0.65405,0.72228,-0.46481,-1.3631,0.81726,-1.4029,0.67692,-1.9525,0.44836,-1.2269,0.7592,0.60202,-1.9922,0.7086,-1.8385,-1.9013,0.08356,-1.355,-1.4462,-1.0657,-0.88276,0.63374,-1.2489,-0.10235,-1.3127,-2.052,0.31407,-1.3577,0.85499,-1.9027,0.42032,0.70684,-2.0019,-1.8771,0.75374,0.63248,-1.3153,0.65758,-1.1016,-0.83008,-1.362,0.74035,0.72542,0.69927,0.19629,0.40646,-0.65503,-1.4409,0.81094,-1.902,0.31697,-1.4299,-1.8542,0.66298,-0.31885,-1.3134,-1.842,-1.4216,0.60681,-1.3824,-1.3776,-1.3935,-1.3759,0.65001,0.75714,2.2703,-1.0076,-1.2181,-1.107,0.69919,0.41111,0.6623,0.76039,-1.1951,0.66744,0.82004
73,-1.8784,0.71615,0.3242,-0.43433,-1.9555,-1.289,-1.3583,-1.8028,0.5937,-1.3482,0.029827,-0.40839,0.50046,-1.3395,0.25266,0.60477,-1.3411,0.75927,-0.20403,-0.85586,-1.372,-1.4002,0.50311,-2.0367,0.62967,0.74811,-0.37752,-1.3757,0.7999,-1.3473,0.62712,-1.9214,0.42938,-1.2568,0.86249,0.65237,-1.9347,0.68959,-1.8407,-1.8032,0.16105,-1.3445,-1.3512,-0.99908,-0.77386,0.58208,-1.1346,-0.0062,-1.3433,-1.9546,0.37937,-1.3571,0.57687,-1.8905,0.39455,0.4373,-1.9934,-1.9583,0.44791,0.61465,-1.3005,0.7076,-1.039,-0.67299,-1.3948,0.75846,0.71965,0.599,0.306,0.42058,-2.0938,-1.3453,0.80266,-1.8557,0.42638,-1.4432,-1.8961,0.67938,-0.23374,-1.3495,-1.8274,-1.3402,0.66353,-1.411,-1.3793,-1.424,-1.3393,0.63634,0.75335,3.4926,-0.9193,-1.2095,-1.0232,0.63933,0.42031,0.61664,0.73684,-1.2241,0.69171,0.79747
74,-1.8607,0.76901,0.34753,-0.29039,-1.9346,-1.3105,-1.3646,-1.7642,0.58332,-1.3445,0.11127,-0.35191,0.46496,-1.2349,0.27298,0.57724,-1.3926,0.77697,-0.14931,-0.79972,-1.3068,-1.3476,0.48059,-2.0239,0.59166,0.78791,-0.29024,-1.3496,0.82772,-1.3554,0.66406,-1.9013,0.46919,-1.2595,0.79759,0.69254,-2.0108,0.75766,-1.8511,-1.8387,0.19783,-1.3834,-1.3321,-0.84871,-0.64559,0.63964,-1.0466,0.099866,-1.3243,-1.9418,0.36699,-1.2975,-0.55728,-1.9198,0.41969,-0.70228,-1.8841,-1.8708,-0.6219,0.58516,-1.3544,0.7097,-0.92884,-0.64834,-1.355,0.7758,0.71605,0.66921,0.35279,0.4347,-2.0915,-1.4212,0.79389,-1.8363,0.40032,-1.3465,-1.8518,0.67616,-0.14367,-1.3199,-1.797,-1.3769,0.6853,-1.3964,-1.4461,-1.3465,-1.3108,0.7129,0.73859,3.802,-0.75028,-1.1718,-0.95056,0.63385,0.47982,0.65606,0.76265,-1.2511,0.66943,0.77686
75,-1.9099,0.73526,0.40744,-0.27083,-1.939,-1.2621,-1.3432,-1.7949,0.59988,-1.2949,0.15823,-0.24289,0.40354,-1.2438,0.32342,0.54904,-1.3704,0.78502,-0.063946,-0.63342,-1.3156,-1.3874,0.5186,-2.0225,0.6286,0.80887,-0.22552,-1.3549,0.78433,-1.3616,0.58313,-1.8863,0.47408,-1.2077,0.85207,0.6467,-1.9222,0.7822,-1.8229,-1.7649,0.27878,-1.3569,-1.347,-0.73244,-0.5406,0.6179,-1.0083,0.21308,-1.343,-1.9855,0.40371,-1.2849,-1.682,-1.9087,0.43616,-1.8364,-1.948,-1.9174,-1.824,0.64116,-1.3373,0.76875,-0.81914,-0.51741,-1.3485,0.68464,0.74663,0.62445,0.3562,0.43426,-2.0734,-1.416,0.44797,-1.8617,0.47475,-1.3793,-1.8856,0.6071,-0.018627,-1.2635,-1.7841,-1.2929,0.64995,-1.4372,-1.394,-1.3506,-1.3318,0.62576,0.72678,3.762,-0.66833,-1.1341,-0.83452,0.63713,0.49262,0.63912,0.75466,-1.2781,0.67865,0.82315
76,-1.8662,0.65104,0.4015,-0.11613,-1.9903,-1.2569,-1.3458,-1.7103,0.61644,-1.3906,0.26452,-0.17584,0.51078,-1.2078,0.38745,0.62601,-1.3679,0.79883,0.021419,-0.55845,-1.2834,-1.2986,0.51449,-2.0129,0.61982,0.76908,-0.078955,-1.1824,0.76612,-1.3638,0.63743,-1.8618,0.43037,-1.249,0.75837,0.67464,-1.8905,0.70166,-1.8384,-1.8229,0.39965,-1.3207,-1.362,-0.6246,-0.4387,0.58695,-0.95584,0.23654,-1.2973,-1.9624,0.47148,-1.2258,-1.9359,-1.9844,0.51094,-2.1561,-1.9058,-1.8866,-2.0365,0.60292,-1.3871,0.70455,-0.73657,-0.39452,-1.3866,0.83808,0.69527,0.63331,0.37002,0.40908,-2.1729,-1.3194,-0.67096,-1.8716,0.46587,-1.3822,-1.8795,0.73452,0.023801,-1.2822,-1.8055,-1.3182,0.67696,-1.3196,-1.3893,-1.3452,-1.4223,0.66984,0.72081,3.1893,-0.49929,-1.0666,-0.74202,0.70963,0.47587,0.59256,0.74771,-1.2205,0.68788,0.47685
77,-1.8816,0.71465,0.40516,-0.055487,-1.9997,-1.2231,-1.3509,-1.708,0.63818,-1.333,0.2975,-0.1088,0.50056,-1.1717,0.42604,0.61549,-1.3849,0.81332,0.032441,-0.48348,-1.3459,-1.272,0.49535,-1.9277,0.63968,0.7624,0.05414,-1.2303,0.7827,-1.33,0.64767,-1.7974,0.40092,-1.2705,0.80049,0.62544,-1.9335,0.77017,-1.8265,-1.8326,0.45757,-1.3996,-1.3638,-0.47071,-0.26802,0.61886,-0.81665,0.29607,-1.3236,-1.9006,0.43817,-1.1809,-2.006,-1.9136,0.52592,-2.2143,-1.8777,-1.886,-2.0418,0.63547,-1.3009,0.71214,-0.61919,-0.2975,-1.2849,0.79985,0.71447,0.62913,0.44484,0.50551,-2.1122,-1.3288,-1.7568,-1.8689,0.53582,-1.3664,-1.8216,0.65397,0.1838,-1.3546,-1.8039,-1.2498,0.67519,-1.3063,-1.338,-1.3417,-1.3295,0.71392,0.7115,0.92574,-0.37608,-1.023,-0.66614,0.60686,0.45346,0.65311,0.69468,-1.2218,0.75433,-0.55157
78,-1.8314,0.69381,0.4643,0.06101,-1.9365,-1.2393,-1.3526,-1.7272,0.65992,-1.3279,0.34633,-0.0018953,0.51267,-1.1584,0.46463,0.56915,-1.3272,0.80335,0.12246,-0.44922,-1.3603,-1.2316,0.4525,-1.959,0.64306,0.76897,0.084487,-1.1823,0.79929,-1.349,0.62688,-1.8741,0.57589,-1.2511,0.48282,0.63834,-1.8862,0.63342,-1.7925,-1.8134,0.46002,-1.404,-1.3419,-0.32796,-0.23427,0.60089,-0.76407,0.38596,-1.3675,-1.9145,0.49732,-1.0192,-1.9493,-1.8969,0.46178,-2.2211,-1.8485,-1.985,-2.1101,0.66438,-1.3058,0.71748,-0.50307,-0.19636,-1.3581,0.46994,0.69193,0.62406,0.48387,0.54375,-2.1484,-1.2609,-2.0225,-1.8398,0.49191,-1.2673,-1.8591,0.71791,0.25213,-1.2784,-1.7437,-1.2133,0.63316,-1.2837,-1.3692,-1.361,-1.3977,0.66374,0.7503,-1.1846,-0.28061,-0.86557,-0.59025,0.63424,0.46735,0.59237,0.69895,-1.2047,0.72709,-1.6014
79,-1.7829,0.78089,0.4879,0.15074,-1.9481,-1.2434,-1.3411,-1.7985,0.67201,-1.3082,0.40743,0.090122,0.52487,-0.99933,0.44565,0.5865,-1.2768,0.81644,0.22344,-0.41496,-1.3294,-1.2032,0.46998,-1.9388,0.63671,0.75804,0.17429,-1.1133,0.8093,-1.2847,0.62086,-1.7709,0.50911,-1.2162,-0.54699,0.63852,-1.9292,0.75786,-1.7494,-1.7585,0.47066,-1.3091,-1.3431,-0.27935,-0.20053,0.64708,-0.59768,0.44796,-1.3613,-1.9,0.50783,-1.0771,-1.9036,-1.862,0.5805,-2.1635,-1.8157,-1.9044,-2.1208,0.70198,-1.3039,0.73579,-0.31703,-0.048641,-1.3832,-0.55775,0.78298,0.6269,0.52555,0.52915,-2.122,-1.1573,-2.0931,-1.778,0.50398,-1.2958,-1.829,1.0736,0.26287,-1.3328,-1.7753,-1.1571,0.6704,-1.2778,-1.3127,-1.3643,-1.3672,0.6567,0.69408,-1.821,-0.17974,-0.79721,-0.44113,0.62493,0.45035,0.6133,0.7857,-1.2164,0.69427,-1.9419
80,-1.7619,0.78843,0.45886,0.25451,-1.9478,-1.2144,-1.363,-1.7147,0.64342,-1.2992,0.38747,0.15707,0.53873,-0.94264,0.50293,0.54996,-1.3742,0.75183,0.28478,-0.26626,-1.3272,-1.1523,0.53564,-1.98,0.62413,0.77855,0.20978,-0.99302,0.80193,-1.3265,0.61699,-1.849,0.52476,-1.2118,-1.6184,0.58302,-1.9881,0.76195,-1.7826,-1.8252,0.49394,-1.3192,-1.3251,-0.1714,-0.1046,0.67841,-0.46746,0.4189,-1.3027,-1.7977,0.51993,-1.0046,-1.9085,-1.8674,0.53469,-2.1734,-1.8976,-1.8244,-2.0739,0.98832,-1.3568,0.74286,-0.28476,-0.036671,-1.3471,-1.7794,0.68055,0.67829,0.49043,0.45812,-2.0665,-1.1724,-2.1005,-1.8512,0.50759,-1.2439,-1.8861,2.2594,0.33006,-1.2621,-1.6652,-1.1219,0.64501,-1.1657,-1.3563,-1.3285,-1.3535,0.68147,0.71673,-1.8535,-0.083045,-0.67265,-0.34757,0.64249,0.48467,0.65122,0.77309,-1.2431,0.66145,-1.9897
81,-1.8435,0.7206,0.47289,0.29096,-1.953,-1.2368,-1.256,-1.6627,0.59595,-1.3578,0.48515,0.28223,0.4635,-0.81017,0.50118,0.63927,-1.3467,0.76947,0.26715,-0.24535,-1.3209,-1.1136,0.49425,-1.9716,0.6753,0.8232,0.25822,-0.9579,0.79266,-1.3181,0.68979,-1.821,0.52831,-1.2193,-1.9655,0.6438,-1.9073,0.79558,-1.7988,-1.7278,0.49157,-1.2842,-1.3022,-0.055451,-0.037016,0.59195,-0.39831,0.43277,-1.321,-1.8823,0.51441,-0.9321,-1.9734,-1.9003,0.51839,-2.1552,-1.8376,-1.8316,-2.0299,2.2816,-1.294,0.73909,-0.13154,0.056186,-1.2718,-2.0018,0.6853,0.62079,0.52503,0.4731,-2.0399,-1.0765,-2.0592,-1.7888,0.5112,-1.1693,-1.8172,3.4757,0.44505,-1.2792,-1.7584,-1.0087,0.67918,-1.0939,-1.309,-1.3084,-1.3009,0.63829,0.6872,-1.9224,0.035905,-0.58944,-0.27165,0.69814,0.5308,0.61928,0.75227,-1.2565,0.67223,-2.0058
82,-1.8211,0.69823,0.49884,0.37118,-1.8886,-1.2427,-1.3196,-1.7296,0.6231,-1.3516,0.45214,0.27523,0.49654,-0.77047,0.52063,0.6437,-1.2289,0.74979,0.36123,-0.089299,-1.2834,-1.0299,0.51421,-1.9664,0.64733,0.78634,0.3432,-0.88502,0.78977,-1.3269,0.64163,-1.759,0.57335,-1.2149,-1.9649,0.64469,-1.8459,0.75756,-1.7675,-1.7114,0.51472,-1.2767,-1.3293,0.050486,0.11292,0.67331,-0.17209,0.51852,-1.2899,-1.8634,0.58177,-0.83624,-1.953,-1.8691,0.49443,-2.1158,-1.8253,-1.826,-2.0884,3.5453,-1.2641,0.73094,-0.044085,0.17416,-1.31,-2.1225,0.7368,0.68674,0.5844,0.48792,-2.1047,-0.9618,-2.0929,-1.7716,0.4894,-1.1009,-1.832,3.8445,0.3945,-1.3042,-1.6965,-0.91153,0.59472,-1.0079,-1.2917,-1.3156,-1.3104,0.68564,0.69258,-1.9066,0.14312,-0.44675,-0.1423,0.67955,0.55833,0.66179,0.71201,-1.2355,0.68302,-2.0346
83,-1.7935,0.80122,0.52976,0.38843,-1.9275,-1.2486,-1.2599,-1.6557,0.61544,-1.3275,0.50384,0.37605,0.58121,-0.62825,0.47178,0.57534,-1.261,0.76587,0.37313,0.052619,-1.2892,-0.9708,0.53882,-2.0207,0.62769,0.81076,0.3536,-0.73407,0.83808,-1.3012,0.60672,-1.721,0.41734,-1.2187,-1.9931,0.65715,-1.8883,0.79549,-1.7276,-1.7873,0.53333,-1.297,-1.2884,0.10497,0.1621,0.68893,-0.15415,0.50269,-1.3119,-1.8041,0.53702,-0.7336,-1.9186,-1.8385,0.56898,-2.1499,-1.8603,-1.8819,-2.0186,3.755,-1.2806,0.68435,0.063386,0.17699,-1.2664,-2.1364,0.70244,0.69968,0.45302,0.58523,-2.0405,-0.90726,-2.1052,-1.7118,0.54734,-1.0804,-1.8498,3.7302,0.44437,-1.2956,-1.7124,-0.84684,0.64807,-1.028,-1.266,-1.352,-1.2913,0.72536,0.77968,-1.8569,0.21049,-0.36315,-0.075392,0.7224,0.518,0.61871,0.70929,-1.1952,0.67707,-1.9738
84,-1.7385,0.76916,0.57705,0.43783,-1.9068,-1.281,-1.283,-1.6513,0.62424,-1.2951,0.53809,0.35019,0.55583,-0.56812,0.50549,0.53357,-1.2235,0.75041,0.43669,0.11684,-1.295,-0.82629,0.53672,-1.9495,0.6463,0.82866,0.42405,-0.67057,0.83232,-1.2625,0.67196,-1.7652,0.50529,-1.2248,-2.0722,0.64489,-1.874,0.72504,-1.7424,-1.7645,0.4856,-1.2517,-1.2764,0.18041,0.27202,1.0272,-0.035368,0.51867,-1.3376,-1.7937,0.54084,-0.73335,-1.8738,-1.893,0.53228,-2.1975,-1.8239,-1.7835,-2.0484,3.7528,-1.3124,0.77686,0.065106,0.29704,-1.3097,-2.0992,0.77492,1.0201,0.53507,0.53474,-2.0791,-0.83548,-2.0376,-1.7228,0.48849,-0.923,-1.7615,3.1642,0.47644,-1.2989,-1.6621,-0.70346,0.59156,-0.88217,-1.2147,-1.2671,-1.2223,0.63536,0.72297,-1.8871,0.26007,-0.27847,0.079245,0.75528,0.59383,0.6557,0.70628,-1.2587,0.76695,-1.9341
85,-1.7142,0.76073,0.5305,0.46513,-1.8492,-1.2374,-1.3057,-1.6131,0.65968,-1.2433,0.53389,0.49298,0.45071,-0.508,0.57048,0.61673,-1.1798,0.73006,0.47881,0.15284,-1.2295,-0.72346,0.50467,-1.8877,0.62849,0.89408,0.46348,-0.52428,0.82655,-1.2765,0.61762,-1.7395,0.55186,-1.2606,-1.962,0.58217,-1.875,0.75139,-1.6805,-1.6752,0.57236,-1.2582,-1.2958,0.26897,0.32592,3.5566,0.026669,0.63216,-1.3164,-1.837,0.5831,-0.52484,-1.928,-1.7781,0.56532,-2.1406,-1.8361,-1.8425,-2.0724,3.2213,-1.2621,0.68991,0.20886,0.4146,-1.2132,-2.1161,0.76013,2.2511,0.5995,0.5158,-2.0214,-0.69662,-2.0837,-1.6761,0.51283,-0.87992,-1.8341,2.0682,0.45979,-1.2714,-1.6505,-0.61566,0.67754,-0.79891,-1.2009,-1.3243,-1.2347,0.66047,0.78459,-1.9182,0.34307,-0.20146,0.1001,0.59571,0.59657,0.64546,0.78512,-1.2664,0.68943,-1.8944
86,-1.7811,0.71088,0.53409,0.50636,-1.8023,-1.2341,-1.2652,-1.7313,0.69254,-1.2615,0.57928,0.45877,0.56748,-0.47903,0.5201,0.56398,-1.123,0.78102,0.47936,0.21797,-1.2554,-0.64396,0.51919,-1.921,0.61068,0.76412,0.48411,-0.42954,0.81635,-1.2656,0.68619,-1.7044,0.49501,-1.2219,-1.984,0.65222,-1.8972,0.77974,-1.6648,-1.6767,0.54085,-1.1737,-1.2538,0.3054,0.40694,3.8041,0.12272,0.50928,-1.2643,-1.8419,0.58914,-0.47586,-1.9719,-1.8193,0.51512,-2.1804,-1.7885,-1.8092,-2.0585,0.9965,-1.2079,0.78884,0.25554,0.41474,-1.1988,-2.0883,0.76352,3.4947,0.56868,0.55528,-2.0449,-0.63866,-2.0694,-1.7038,0.49165,-0.84029,-1.8139,0.97218,0.51807,-1.2703,-1.6757,-0.48341,0.66576,-0.67388,-1.1608,-1.2986,-1.2085,0.76098,0.70506,-1.8231,0.4115,-0.12445,0.18915,0.69477,0.56215,0.65065,0.73385,-1.2394,0.71704,-1.9298
87,-1.7017,0.73344,0.53767,0.51086,-1.8572,-1.2358,-1.2686,-1.6267,0.64756,-1.2171,0.52196,0.4839,0.52382,-0.28015,0.5432,0.55628,-1.0152,0.84816,0.51831,0.27084,-1.2479,-0.45348,0.49089,-1.8871,0.70548,0.83622,0.52108,-0.33654,0.79827,-1.2017,0.63868,-1.6601,0.58238,-1.2565,-2.0054,0.62726,-1.7969,0.83321,-1.6374,-1.6466,0.61353,-1.0978,-1.2251,0.388,0.41784,3.8642,0.25533,0.54011,-1.1775,-1.7604,0.60528,-0.42689,-1.9757,-1.7607,0.5241,-2.1093,-1.7455,-1.7758,-2.0659,-1.1796,-1.2512,0.78823,0.31467,0.42621,-1.2107,-2.1464,0.80889,3.8463,0.55464,0.60442,-2.0103,-0.52692,-1.9949,-1.6664,0.48008,-0.77641,-1.8068,-0.093795,0.55492,-1.2984,-1.5998,-0.42922,0.67077,-0.63082,-1.0693,-1.2121,-1.0985,1.0667,0.74997,-1.8167,0.38096,-0.068413,0.25312,0.71354,0.52774,0.6764,0.74438,-1.2208,0.74464,-1.9267
88,-1.7586,0.78072,0.54205,0.56249,-1.8732,-1.2066,-1.2192,-1.59,0.62594,-1.2543,0.58357,0.55238,0.56655,-0.2271,0.55195,0.63114,-0.99301,0.76769,0.48888,0.37306,-1.1353,-0.43496,0.56829,-1.7956,1.071,0.78177,0.51342,-0.19375,0.79085,-1.1312,0.60814,-1.7081,0.50172,-1.2081,-1.9713,0.65542,-1.7506,0.80902,-1.5589,-1.6839,0.61167,-1.0903,-1.1682,0.42852,0.45791,3.2313,0.30832,0.5427,-1.2563,-1.7146,0.588,-0.30025,-1.9219,-1.8192,0.5363,-2.103,-1.8011,-1.8278,-1.9878,-1.7608,-1.2699,0.63698,0.40654,0.50547,-1.1493,-2.0367,0.80414,3.777,0.55299,0.61485,-1.9554,-0.38938,-2.0107,-1.6586,0.50368,-0.71253,-1.8017,-1.1598,0.57861,-1.2282,-1.6178,-0.29251,0.68287,-0.55958,-1.0374,-1.1606,-1.0977,2.197,0.67801,-1.7677,0.41357,0.11886,0.33,0.64055,0.54809,0.65802,0.7424,-1.215,0.74198,-1.9237
89,-1.6362,0.66465,0.5424,0.591,-1.7943,-1.2189,-1.1856,-1.5773,0.57304,-1.1934,0.57332,0.54672,0.54471,-0.078762,0.57927,0.61349,-0.95227,0.8425,0.55671,0.4441,-1.0751,-0.41644,0.49047,-1.8322,2.2836,0.8375,0.53864,-0.11083,0.78934,-1.1133,0.60479,-1.588,0.56441,-1.1785,-1.9708,0.60338,-1.8334,0.46169,-1.6052,-1.6888,0.57278,-1.0296,-1.1167,0.47668,0.48577,0.98636,0.35071,0.54529,-1.138,-1.7314,0.55629,-0.21906,-1.9033,-1.7845,0.52716,-2.0863,-1.7275,-1.8406,-2.0374,-1.8572,-1.2335,0.39569,0.49369,0.49566,-1.0928,-2.0673,0.74782,3.2002,0.58431,0.54827,-2.0576,-0.3112,-1.9789,-1.7378,0.53138,-0.59797,-1.7642,-1.6778,0.59529,-1.2296,-1.5937,-0.18975,0.65849,-0.40257,-0.90984,-1.0899,-1.0484,3.4916,0.75089,-1.8519,0.46568,0.13164,0.38118,0.6867,0.55942,0.67828,0.72179,-1.2091,0.68634,-1.9937
90,-1.6762,0.74941,0.55467,0.55242,-1.8353,-1.2657,-1.1573,-1.5945,0.60998,-1.1882,0.63642,0.54106,0.58599,0.00094144,0.51717,0.60095,-0.77034,0.81091,0.57272,0.44778,-1.0508,-0.32272,0.47854,-1.8444,3.4298,0.89322,0.5653,-0.016464,0.77337,-1.106,0.69622,-1.6069,0.55781,-1.2027,-1.9283,0.59826,-1.7917,-0.64313,-1.5742,-1.631,0.60512,-0.95916,-1.1182,0.56842,0.51524,-1.2142,0.44568,0.56042,-1.1627,-1.7247,0.55273,-0.080139,-1.9029,-1.7802,0.55937,-2.1424,-1.7699,-1.7497,-2.0066,-1.9198,-1.1634,-1.7973,0.47817,0.61343,-1.0033,-2.0038,0.75991,1.0105,0.58827,0.52726,-2.0322,-0.10811,-2.0941,-1.6368,0.48976,-0.4812,-1.7566,-1.8791,0.55773,-1.1777,-1.5986,-0.092196,0.68621,-0.28952,-0.87608,-1.078,-0.97237,3.8522,0.74214,-1.801,0.46454,0.25236,0.43817,0.65422,0.50158,0.88295,0.76602,-1.2079,0.79095,-1.9608
91,-1.6353,0.71842,0.53181,0.55026,-1.8129,-1.2189,-1.1036,-1.5456,0.66972,-1.1016,0.59769,0.54829,0.55756,0.051583,0.63952,0.59313,-0.73004,0.76831,0.53171,0.44196,-1.0413,-0.17718,0.4982,-1.8602,3.8269,0.84497,0.60569,0.087279,0.8871,-1.0291,0.69274,-1.6368,0.54071,-1.2683,-1.942,0.63514,-1.8039,-1.7928,-1.526,-1.6612,0.52803,-0.85688,-1.0685,0.52069,0.49428,-1.8669,0.39379,0.60168,-1.1316,-1.6712,0.55072,0.069858,-1.8164,-1.7517,0.54511,-2.047,-1.6322,-1.7603,-1.946,-1.9195,-1.1483,-2.1752,0.54649,0.58143,-0.97509,-2.0191,0.75979,-1.2186,0.52438,0.58797,-2.0159,-0.11111,-2.0514,-1.6559,0.44814,-0.37429,-1.7915,-1.8248,0.60175,-1.1759,-1.5871,-0.0095706,0.62135,-0.18782,-0.81416,-1.0568,-0.91215,3.7845,0.6963,-1.7984,0.49123,0.24564,0.43905,0.66429,0.61513,1.0876,0.72237,-1.204,0.74453,-1.9577
92,-1.6649,0.73057,0.52041,0.64741,-1.8214,-1.2177,-1.0278,-1.5613,0.64983,-1.0529,0.64305,0.58408,0.51691,0.10222,0.58946,0.62416,-0.69064,0.78412,0.59156,0.58851,-0.99617,-0.066654,0.50712,-1.8204,3.7264,0.85753,0.53219,0.20009,0.82006,-1.0028,1.0407,-1.582,0.55734,-1.2001,-1.9468,0.66272,-1.7711,-2.0685,-1.5081,-1.5973,0.55629,-0.83052,-0.9979,0.54793,0.50435,-1.9845,0.42832,0.57557,-1.1123,-1.6628,0.56559,0.13446,-1.8167,-1.6705,0.55448,-2.0911,-1.7043,-1.772,-1.9654,-1.8445,-1.1326,-2.1701,0.5537,0.66105,-0.90049,-2.0163,0.73535,-1.7853,0.54186,0.49343,-2.0503,0.050653,-2.0317,-1.6089,0.48424,-0.23223,-1.7144,-1.889,0.57001,-1.1144,-1.5729,0.092228,0.7056,-0.0063394,-0.71438,-0.96786,-0.80553,3.2129,0.71715,-1.8205,0.54974,0.23891,0.52943,0.73631,0.53275,2.2612,0.75601,-1.19,1.0861,-1.9468
93,-1.6537,0.74344,0.49178,0.59621,-1.7435,-1.2124,-1.0246,-1.5234,0.65217,-1.0202,0.62023,0.58304,0.53789,0.12651,0.53627,0.66369,-0.58232,0.77515,0.58138,0.50787,-0.95108,0.03838,0.54476,-1.709,3.2021,0.77197,0.58162,0.25936,0.79436,-0.87347,2.2407,-1.5639,0.58646,-1.1932,-1.9336,0.71798,-1.76,-2.1207,-1.5703,-1.5498,0.59108,-0.72231,-0.95071,0.61801,0.55536,-1.91,0.49402,0.56802,-1.0121,-1.542,0.60585,0.17325,-1.8319,-1.6802,0.52199,-2.1009,-1.6731,-1.7562,-2.0163,-1.8747,-1.061,-2.1842,0.53809,0.51679,-0.78817,-2.0189,0.77249,-1.9607,0.54117,0.51354,-1.9246,0.076821,-2.0195,-1.5914,0.52033,-0.13491,-1.7364,-1.8243,0.61631,-1.1557,-1.5293,0.21659,1.0098,0.13178,-0.65615,-0.84391,-0.73481,1.0049,0.75176,-1.8639,0.54041,0.34196,0.57756,0.70423,0.55013,3.4829,0.77725,-1.1825,2.2749,-1.9412
94,-1.5993,0.73904,0.5834,0.55942,-1.7835,-1.1924,-0.92367,-1.4943,0.63317,-1.007,0.57758,0.63542,0.5585,0.27315,0.53912,0.5721,-0.47693,0.75713,0.59905,0.57735,-0.90191,0.089782,0.52215,-1.8132,0.96308,0.864,0.58577,0.31377,0.83507,-0.80685,3.5394,-1.5599,0.53694,-1.1383,-1.9473,0.64379,-1.7275,-2.1273,-1.5226,-1.569,0.5896,-0.62713,-0.87508,0.6039,0.57329,-2.0167,0.54358,0.59428,-0.96206,-1.5852,0.54355,0.21203,-1.8654,-1.7673,0.55069,-2.0617,-1.6073,-1.7285,-1.9819,-1.8569,-1.0337,-2.1356,0.64342,0.58737,-0.6969,-2.031,0.69039,-1.8853,0.51154,0.53365,-1.9375,0.24539,-1.9602,-1.6388,0.56569,-0.014331,-1.7757,-1.7963,0.54119,-1.0642,-1.4699,0.25929,2.3269,0.18225,-0.52185,-0.8184,-0.62031,-1.0843,0.65545,-1.8316,0.60337,0.39496,0.59569,0.67034,0.5742,3.7747,0.783,-1.2028,3.5352,-1.8721
95,-1.5857,0.67722,0.55404,0.58434,-1.6825,-1.1674,-0.91692,-1.4886,0.65775,-0.88107,0.61931,0.61806,0.51712,0.27945,0.54196,0.67776,-0.33853,0.46855,0.64013,0.58247,-0.80196,0.22071,0.58242,-1.7349,-1.1702,0.77877,0.63369,0.40595,0.81647,-0.69348,3.7769,-1.5514,0.56017,-1.1625,-1.9611,0.59389,-1.731,-2.0951,-1.4508,-1.4731,0.57506,-0.567,-0.78925,0.5751,0.58053,-1.9264,0.57157,0.63293,-0.92828,-1.6399,0.5772,0.19946,-1.8545,-1.7417,0.55103,-2.0004,-1.6422,-1.7993,-1.9639,-1.8473,-0.99603,-2.2178,0.59229,0.56614,-0.6428,-2.0496,0.76757,-1.8583,0.6166,0.53247,-1.9351,0.26838,-1.9937,-1.5752,0.51963,0.046561,-1.7061,-1.8345,0.65393,-1.0433,-1.4545,0.36667,3.5343,0.24498,-0.43835,-0.71209,-0.54663,-1.6871,0.74319,-1.8174,0.65754,0.43757,0.58782,0.675,0.51231,3.7746,0.82506,-1.1785,3.7712,-1.8723
96,-1.5707,0.75012,0.50951,0.60702,-1.6991,-1.1679,-0.79754,-1.4576,0.67793,-0.8319,0.60676,0.60803,0.50512,0.28575,0.61576,1.0258,-0.27789,-0.6129,0.68452,0.59955,-0.68813,0.28472,0.56481,-1.6701,-1.7766,0.8519,0.60881,0.45116,0.91756,-0.63305,3.7606,-1.5214,0.53805,-1.1665,-1.9068,0.66145,-1.6728,-2.1402,-1.4584,-1.5812,0.53024,-0.43324,-0.71043,0.64421,0.60288,-1.9696,0.57797,0.60642,-0.83246,-1.5242,0.54508,0.35241,-1.8435,-1.6481,0.52958,-2.0939,-1.6251,-1.6947,-1.9086,-1.8813,-0.9256,-2.2198,0.62697,0.63479,-0.5887,-2.0104,0.40473,-1.8536,0.59444,0.51315,-1.9956,0.35558,-1.9738,-1.5564,0.50248,0.15058,-1.7048,-1.8369,0.5616,-0.93248,-1.4704,0.46741,3.8012,0.3255,-0.34589,-0.64092,-0.49153,-1.8343,0.69461,-1.7906,0.63556,0.52833,0.63011,0.6572,0.55297,3.1625,0.76608,-1.1339,3.7335,-1.8884
