,app_name,exercise_segment,facility,fromhost_ip,hostname,message,procid,programname,severity,timegenerated,timereported,timestamp
140032,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:38:40 | 200 #033[0m|    1.197123ms |       10.6.2.27 |  GET #033[0m    /api/v1/incidents,25534.0,gendpoint,6,2019-03-19T11:38:40.731751+01:00,2019-03-19T11:38:40+01:00,1552991920731
88529,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:24:25 | 200 #033[0m|     711.135µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:24:25.689341+01:00,2019-03-19T11:24:25+01:00,1552991065689
186143,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:50:06 | 200 #033[0m|    6.586543ms |       10.1.2.27 |  GET #033[0m    /api/v1/units/status,25367.0,gendpoint,6,2019-03-19T11:50:06.746018+01:00,2019-03-19T11:50:06+01:00,1552992606746
199277,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:53:16 | 200 #033[0m|    7.701981ms |       10.3.2.27 |  GET #033[0m    /api/v1/units/status,25433.0,gendpoint,6,2019-03-19T11:53:16.614479+01:00,2019-03-19T11:53:16+01:00,1552992796614
50835,journal,blue-team-5,1,10.7.105.13,dns, 19 Mar 09:15:03 ntpd[1]: local_clock: ntp_loopfilter.c line 817: ntp_adjtime: Operation not permitted,,journal,6,2019-03-19T11:14:17.279589+01:00,2019-03-19T10:15:03+01:00,1552990457279
147158,python,blue-team-5,3,10.7.105.27,ocs," 10.0.3.33 - - [19/Mar/2019 11:40:24] ""GET / HTTP/1.1"" 200 -",848.0,python,6,2019-03-19T11:40:24.897336+01:00,2019-03-19T11:40:24+01:00,1552992024897
62781,apache-srv-ups,blue-team-6,16,10.7.106.28,ups," 10.0.4.42 - - [19/Mar/2019:10:18:02 +0100] 10.0.2.28 ""GET / HTTP/1.1"" 302 - ""-"" ""-"" 33 80",,apache-srv-ups,6,2019-03-19T11:17:25.256363+01:00,2019-03-19T10:18:10+01:00,1552990645256
85326,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:23:39 | 200 #033[0m|     651.948µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:23:39.901147+01:00,2019-03-19T11:23:39+01:00,1552991019901
64915,sudo,blue-team-6,10,10.7.106.45,desktop4,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 3268 10.0.2.22,,sudo,5,2019-03-19T11:17:58.476542+01:00,2019-03-19T11:17:58+01:00,1552990678476
127560,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:35:02 | 200 #033[0m|    1.133009ms |       10.3.2.27 |  GET #033[0m    /api/v1/incidents,25433.0,gendpoint,6,2019-03-19T11:35:02.821257+01:00,2019-03-19T11:35:02+01:00,1552991702821
1966,named,global,3,10.7.100.3,ns, client 10.4.2.28#54675 (govcert.ex): query: govcert.ex IN A + (4.122.55.3),4630.0,named,6,2019-03-19T11:00:30.647642+01:00,2019-03-19T11:00:30+01:00,1552989630647
152000,named,global,3,10.7.100.3,ns, client 4.122.55.5#41220 (govcert.ex): query: govcert.ex IN A + (4.122.55.3),4630.0,named,6,2019-03-19T11:41:46.255034+01:00,2019-03-19T11:41:46+01:00,1552992106255
97874,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:26:57+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:26:57 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.5.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:26:57.321213+01:00,2019-03-19T11:26:57+01:00,1552991217321
111206,dovecot,blue-team-4,2,10.7.104.12,mail," imap-login: Disconnected (no auth attempts in 0 secs): user=<>, rip=10.0.3.33, lip=10.0.1.12, TLS handshaking: Disconnected, session=<0ArGKG+EuNcKAAMh>",,dovecot,6,2019-03-19T11:30:33.478918+01:00,2019-03-19T10:30:43+01:00,1552991433478
52301,named,global,3,10.7.100.3,ns, client 10.3.2.28#34684 (govcert.ex): query: govcert.ex IN A + (4.122.55.3),4630.0,named,6,2019-03-19T11:14:42.700496+01:00,2019-03-19T11:14:42+01:00,1552990482700
63782,sudo,blue-team-3,10,10.7.103.44,desktop3, pam_unix(sudo:session): session opened for user root by (uid=0),,sudo,6,2019-03-19T11:17:43.648906+01:00,2019-03-19T11:17:43+01:00,1552990663648
180201,dbus,blue-team-6,3,10.7.106.29,monitoring, [system] Successfully activated service 'org.freedesktop.nm_dispatcher',697.0,dbus,5,2019-03-19T11:48:35.289722+01:00,2019-03-19T11:48:35+01:00,1552992515289
113236,sudo,blue-team-4,10,10.7.104.45,desktop4, pam_unix(sudo:session): session opened for user root by (uid=0),,sudo,6,2019-03-19T11:31:11.462006+01:00,2019-03-19T11:31:11+01:00,1552991471462
32478,postfix,blue-team-6,2,10.7.106.12,mail, lost connection after CONNECT from unknown[10.0.3.32],14452.0,postfix,6,2019-03-19T11:09:00.970006+01:00,2019-03-19T10:09:45+01:00,1552990140970
16678,named,global,3,10.7.100.3,ns, client 9.66.66.13#15998 (onecollector.cloudapp.aria.akadns.net): query: onecollector.cloudapp.aria.akadns.net IN A +EDC (4.122.55.3),4630.0,named,6,2019-03-19T11:04:38.152021+01:00,2019-03-19T11:04:38+01:00,1552989878152
104205,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:28:46+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:28:46 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:28:46.238244+01:00,2019-03-19T11:28:46+01:00,1552991326238
109280,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:30:03+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:30:03 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (3ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=3 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:30:03.746549+01:00,2019-03-19T11:30:03+01:00,1552991403746
129642,sudo,blue-team-3,10,10.7.103.45,desktop4,     kypo : problem with defaults entries ; TTY=unknown ; PWD=/ ;,,sudo,1,2019-03-19T11:35:43.357290+01:00,2019-03-19T11:35:43+01:00,1552991743357
34785,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:09:35+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:09:35 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.3.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:09:35.583307+01:00,2019-03-19T11:09:35+01:00,1552990175583
188608,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:50:44 | 200 #033[0m|    3.091417ms |       10.0.3.33 |  GET #033[0m    /api/v1/incidents,22479.0,ocse,6,2019-03-19T11:50:44.385576+01:00,2019-03-19T11:50:44+01:00,1552992644385
1177,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:00:21 | 200 #033[0m|      522.02µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:00:21.443637+01:00,2019-03-19T11:00:21+01:00,1552989621443
19232,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:05:26+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:05:26 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (11ms)"" clientIP=10.5.2.27 dataLength=1452 hostname=global-app latency=11 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:05:26.478213+01:00,2019-03-19T11:05:26+01:00,1552989926478
78117,named,global,3,10.7.100.3,ns, client 172.16.1.1#60920 (nagios.cyberczech.ex): query: nagios.cyberczech.ex IN AAAA + (4.122.55.3),4630.0,named,6,2019-03-19T11:21:30.690597+01:00,2019-03-19T11:21:30+01:00,1552990890690
163288,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:44:43 | 200 #033[0m|     819.851µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:44:43.134429+01:00,2019-03-19T11:44:43+01:00,1552992283134
109968,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:30:17 | 200 #033[0m|     4.06855ms |       10.2.2.27 |  GET #033[0m    /api/v1/connection-check,25400.0,gendpoint,6,2019-03-19T11:30:17.599204+01:00,2019-03-19T11:30:17+01:00,1552991417599
118921,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:32:45+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:32:45 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:32:45.547467+01:00,2019-03-19T11:32:45+01:00,1552991565547
166847,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:45:25 | 200 #033[0m|     641.082µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:45:25.899425+01:00,2019-03-19T11:45:25+01:00,1552992325899
153103,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:42:00 | 200 #033[0m|     843.265µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:42:00.402070+01:00,2019-03-19T11:42:00+01:00,1552992120402
13868,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:03:46+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:03:46 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.6.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:03:46.814231+01:00,2019-03-19T11:03:46+01:00,1552989826814
174614,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:47:22 | 200 #033[0m|     5.27338ms |       10.0.3.33 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:47:22.931856+01:00,2019-03-19T11:47:22+01:00,1552992442931
199931,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:53:28 | 200 #033[0m|    4.349293ms |       10.1.2.27 |  GET #033[0m    /api/v1/connection-check,25367.0,gendpoint,6,2019-03-19T11:53:28.647750+01:00,2019-03-19T11:53:28+01:00,1552992808647
127223,NetworkManager,blue-team-1,3,10.7.101.28,ups, <info>  [1552988148.6989] dhcp4 (eth0):   plen 24 (255.255.255.0),415.0,NetworkManager,6,2019-03-19T11:34:58.666811+01:00,2019-03-19T10:35:48+01:00,1552991698666
119564,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:32:51+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:32:51 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.1.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:32:51.510382+01:00,2019-03-19T11:32:51+01:00,1552991571510
80615,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:22:16+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:22:16 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (9ms)"" clientIP=10.3.2.27 dataLength=1452 hostname=global-app latency=9 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:22:16.883454+01:00,2019-03-19T11:22:16+01:00,1552990936883
35923,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:09:58 | 200 #033[0m|    5.513091ms |       10.0.3.32 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:09:58.855022+01:00,2019-03-19T11:09:58+01:00,1552990198855
101851,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:28:04 | 200 #033[0m|      3.7192ms |       10.6.2.27 |  GET #033[0m    /api/v1/connection-check,25534.0,gendpoint,6,2019-03-19T11:28:04.887753+01:00,2019-03-19T11:28:04+01:00,1552991284887
57504,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:16:00 | 200 #033[0m|    1.326374ms |       10.5.2.27 |  GET #033[0m    /api/v1/incidents,25498.0,gendpoint,6,2019-03-19T11:16:00.367834+01:00,2019-03-19T11:16:00+01:00,1552990560367
53774,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:14:58 | 200 #033[0m|     492.042µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:14:58.573027+01:00,2019-03-19T11:14:58+01:00,1552990498573
110007,named,global,3,10.7.100.3,ns, client 4.122.55.213#32984 (mail.google.com): query: mail.google.com IN A + (4.122.55.3),4630.0,named,6,2019-03-19T11:30:18.575115+01:00,2019-03-19T11:30:18+01:00,1552991418575
84930,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:23:32+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:23:32 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.1.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:23:32.324552+01:00,2019-03-19T11:23:32+01:00,1552991012324
134786,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:37:04 | 200 #033[0m|    8.985812ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:37:04.671329+01:00,2019-03-19T11:37:04+01:00,1552991824671
105648,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:29:07+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:29:07 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (7ms)"" clientIP=10.2.2.27 dataLength=1452 hostname=global-app latency=7 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:29:07.363673+01:00,2019-03-19T11:29:07+01:00,1552991347363
174454,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:47:20 | 200 #033[0m|    5.684501ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:47:20.197883+01:00,2019-03-19T11:47:20+01:00,1552992440197
93697,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:25:50+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:25:50 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:25:50.694942+01:00,2019-03-19T11:25:50+01:00,1552991150694
55675,NetworkManager,blue-team-5,0,10.7.105.26,db, <info>  [1552990528.9960]   lease time 600,702.0,NetworkManager,6,2019-03-19T11:15:28.994127+01:00,2019-03-19T11:15:28+01:00,1552990528994
9071,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:02:35 | 200 #033[0m|    9.608277ms |       10.4.2.27 |  GET #033[0m    /api/v1/units/status,25466.0,gendpoint,6,2019-03-19T11:02:35.738677+01:00,2019-03-19T11:02:35+01:00,1552989755738
97926,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:26:58+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:26:58 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:26:58.126562+01:00,2019-03-19T11:26:58+01:00,1552991218126
13094,sudo,blue-team-4,10,10.7.104.45,desktop4, pam_unix(sudo:session): session opened for user root by (uid=0),,sudo,6,2019-03-19T11:03:31.115336+01:00,2019-03-19T11:03:31+01:00,1552989811115
1454,sudo,global,10,10.7.100.5,desktop1,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 110 9.66.11.12,,sudo,5,2019-03-19T11:00:25.444486+01:00,2019-03-19T11:00:25+01:00,1552989625444
4842,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:01:20 | 200 #033[0m|     468.943µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:01:20.569417+01:00,2019-03-19T11:01:20+01:00,1552989680569
187818,apache-srv-ups,blue-team-3,16,10.7.103.28,ups," 10.0.3.32 - - [19/Mar/2019:10:51:01 +0100] 10.0.2.28 ""GET /login HTTP/1.1"" 200 - ""-"" ""-"" 26 80",,apache-srv-ups,6,2019-03-19T11:50:35.015761+01:00,2019-03-19T10:51:01+01:00,1552992635015
75361,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:20:51 | 200 #033[0m|    6.724157ms |       10.5.2.27 |  GET #033[0m    /api/v1/units/status,25498.0,gendpoint,6,2019-03-19T11:20:51.154936+01:00,2019-03-19T11:20:51+01:00,1552990851154
56975,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:15:50 | 200 #033[0m|    6.939947ms |       10.1.2.27 |  GET #033[0m    /api/v1/units/status,25367.0,gendpoint,6,2019-03-19T11:15:50.653741+01:00,2019-03-19T11:15:50+01:00,1552990550653
163651,NetworkManager,blue-team-3,3,10.7.103.12,mail, <info>  [1552988711.7642] dhcp4 (eth0):   lease time 600,376.0,NetworkManager,6,2019-03-19T11:44:45.233470+01:00,2019-03-19T10:45:11+01:00,1552992285233
48972,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:13:37 | 200 #033[0m|    6.262416ms |       10.4.2.27 |  GET #033[0m    /api/v1/units/status,25466.0,gendpoint,6,2019-03-19T11:13:37.573372+01:00,2019-03-19T11:13:37+01:00,1552990417573
69403,sudo,blue-team-4,10,10.7.104.44,desktop3,   nagios : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 88 10.0.2.22,,sudo,5,2019-03-19T11:19:11.485472+01:00,2019-03-19T11:19:11+01:00,1552990751485
31188,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:08:46+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:08:46 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.2.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:08:46.472080+01:00,2019-03-19T11:08:46+01:00,1552990126472
89009,sudo,blue-team-4,10,10.7.104.45,desktop4,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 25 10.0.1.12,,sudo,5,2019-03-19T11:24:30.812752+01:00,2019-03-19T11:24:30+01:00,1552991070812
11289,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:03:02 | 200 #033[0m|     1.24571ms |       10.1.2.27 |  GET #033[0m    /api/v1/incidents,25367.0,gendpoint,6,2019-03-19T11:03:02.934687+01:00,2019-03-19T11:03:02+01:00,1552989782934
149435,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:41:04+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:41:04 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.5.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:41:04.022465+01:00,2019-03-19T11:41:04+01:00,1552992064022
49074,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:13:40+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:13:40 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.5.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:13:40.022239+01:00,2019-03-19T11:13:40+01:00,1552990420022
112319,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:30:55+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:30:55 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:30:55.740748+01:00,2019-03-19T11:30:55+01:00,1552991455740
195230,systemd,blue-team-4,3,10.7.104.49,admin4, Started ACPI event daemon.,1.0,systemd,6,2019-03-19T11:52:14.532280+01:00,2019-03-19T11:52:14+01:00,1552992734532
76132,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:21:00+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:21:00 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:21:00.550464+01:00,2019-03-19T11:21:00+01:00,1552990860550
85487,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:23:43 | 200 #033[0m|    1.014669ms |       10.5.2.27 |  GET #033[0m    /api/v1/incidents,25498.0,gendpoint,6,2019-03-19T11:23:43.128190+01:00,2019-03-19T11:23:43+01:00,1552991023128
48759,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:13:32+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:13:32 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (7ms)"" clientIP=10.4.2.27 dataLength=1452 hostname=global-app latency=7 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:13:32.933745+01:00,2019-03-19T11:13:32+01:00,1552990412933
102362,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:28:11+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:28:11 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:28:11.706537+01:00,2019-03-19T11:28:11+01:00,1552991291706
32637,CRON,blue-team-2,9,10.7.102.26,db, (root) CMD (chmod 0644 /etc/cron.d/*),20118.0,CRON,6,2019-03-19T11:09:01.826284+01:00,2019-03-19T11:09:01+01:00,1552990141826
37890,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:10:31+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:10:31 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:10:31.041559+01:00,2019-03-19T11:10:31+01:00,1552990231041
124087,named,global,3,10.7.100.3,ns, client 9.66.11.13#38290 (chmelglobe.ex): query: chmelglobe.ex IN A +EDC (4.122.55.3),4630.0,named,6,2019-03-19T11:34:07.055806+01:00,2019-03-19T11:34:07+01:00,1552991647055
103738,apache-srv-ups,blue-team-5,16,10.7.105.28,ups," 10.0.4.43 - - [19/Mar/2019:10:29:16 +0100] 10.0.2.28 ""GET / HTTP/1.1"" 302 - ""-"" ""-"" 35 80",,apache-srv-ups,6,2019-03-19T11:28:36.208900+01:00,2019-03-19T10:29:22+01:00,1552991316208
80682,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:22:18 | 200 #033[0m|    1.497722ms |       10.6.2.27 |  GET #033[0m    /api/v1/incidents,25534.0,gendpoint,6,2019-03-19T11:22:18.148447+01:00,2019-03-19T11:22:18+01:00,1552990938148
32228,sudo,blue-team-6,10,10.7.106.45,desktop4,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 445 10.0.2.22,,sudo,5,2019-03-19T11:08:58.397773+01:00,2019-03-19T11:08:58+01:00,1552990138397
70668,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:19:29+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:19:29 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:19:29.587308+01:00,2019-03-19T11:19:29+01:00,1552990769587
34844,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:09:36+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:09:36 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:09:36.382525+01:00,2019-03-19T11:09:36+01:00,1552990176382
